pool,linkage_method,denoise,lookback_years,rebalance_frequency,drift_threshold,ann_return,ann_vol,sharpe_ratio,sortino_ratio,max_drawdown,ann_turnover,total_friction_costs,total_taxes,rebalance_events
etf,single,True,2,quarterly,0.0,0.04352663039458693,0.05399640737173133,0.8061023411230572,1.1012445125669474,-0.17938267255011894,0.9965263714197182,1190.374964682883,63131.04582550991,97
etf,single,True,2,quarterly,0.015,0.045470300756950355,0.054108721670788416,0.8403506745844695,1.1467022474057744,-0.18114444311475586,0.8830442845535296,1054.8178544851608,65182.38597218703,97
etf,single,True,2,quarterly,0.03,0.04429114578814963,0.05432360664436397,0.8153204200543412,1.109355591544746,-0.18069604662628194,0.8643672601927452,1032.5076950639145,62969.82526069561,97
etf,single,True,2,semi-annually,0.0,0.04490103844896498,0.05519985591746841,0.8134267327816649,1.0996758200911338,-0.1735653045858288,0.8546078875449864,1020.849887298775,64568.77814103821,49
etf,single,True,2,semi-annually,0.015,0.047445816128663054,0.055292556572846006,0.8580868577880796,1.1591876845489046,-0.17150764489155076,0.7886730122342781,942.0890766264629,66534.50589457956,49
etf,single,True,2,semi-annually,0.03,0.047765822461135254,0.055163369394319484,0.8658974784461588,1.170387913294751,-0.17686466547279267,0.7334085653071972,876.0743519330052,67838.28508722158,49
etf,single,True,3,monthly,0.0,0.05043228126496535,0.051522670430367845,0.9788367109799532,1.3170027954979382,-0.1816078387319271,1.205258856540642,1384.2740323581088,74287.13607058798,277
etf,single,True,3,monthly,0.015,0.05224451097884142,0.05194143398027299,1.0058349755742888,1.3485162863301137,-0.1792770855128748,1.041146511613031,1195.786342564453,75856.05987505108,273
etf,single,True,3,monthly,0.03,0.0509163411598168,0.05140465617245498,0.9905005684504541,1.3362912357812393,-0.17551564142555795,1.1265259786277706,1293.8470856518816,74795.03181360023,276
etf,single,True,3,quarterly,0.0,0.05317730962739908,0.052867138739323326,1.0058669883688078,1.3399873860808125,-0.1785766910302989,1.0055037701828,1150.5826166951438,77610.26276797088,93
etf,single,True,3,quarterly,0.015,0.05430770218175951,0.0529253577034058,1.026118755514141,1.366656157893659,-0.17442281857814396,0.900070819811923,1029.9373008634996,77145.37622505362,93
etf,single,True,3,quarterly,0.03,0.05525361861615563,0.05320564705345849,1.0384916202718,1.3818653163126422,-0.17287618449171693,0.8827388115422083,1010.1045483478877,77657.69438901081,93
etf,single,True,3,semi-annually,0.0,0.05292678302580245,0.055103813124113464,0.9604922059856807,1.2968656991677605,-0.17501685325574365,0.838656686017388,959.6620449581583,73874.28638686897,47
etf,single,True,3,semi-annually,0.015,0.05445523133602603,0.05494909163453043,0.9910124028657455,1.337236480829998,-0.1664963468040574,0.759676496408937,869.2862195047643,74900.6675101207,47
etf,single,True,3,semi-annually,0.03,0.05609598021731843,0.055345052896106216,1.0135681019696892,1.364690272143155,-0.1656881560517743,0.7071894454519895,809.2260882317836,74358.94081796793,47
etf,single,True,4,monthly,0.0,0.049876906882582395,0.05224265266441147,0.9547162010124983,1.295806899860743,-0.18216813113351638,0.9060096414252967,995.4323589431117,60717.851654910904,265
etf,single,True,4,monthly,0.015,0.050133452112015364,0.0526536463083625,0.9521363785218636,1.2873942227795292,-0.1815429362328443,0.8060888645496836,885.6494492643068,60493.464583842106,261
etf,single,True,4,monthly,0.03,0.05032530694812398,0.052465404652169215,0.9592093548456649,1.2977139953628714,-0.17693133282310308,0.8220160292430347,903.1486174818066,55775.53469387454,263
etf,single,True,4,quarterly,0.0,0.050363607124640275,0.05277046883981828,0.9543899880350903,1.288693865197687,-0.18004612615014845,0.7428173753037297,812.7774511708024,56985.07085529996,89
etf,single,True,4,quarterly,0.015,0.05120062464391095,0.05285686635364519,0.9686655334681977,1.3086239735901024,-0.17481568175152126,0.6505153522946944,711.7822328393555,53779.1431734074,89
etf,single,True,4,quarterly,0.03,0.05088500932518536,0.05325351976574482,0.9555238705163861,1.2842974331677677,-0.17360449494671434,0.64951607293569,710.6888392847324,51510.96833329937,88
